"transaction_id","date","amount","transaction_card","id_merchant","credit_card","cardholder_id","card_holder_id","card_holder_name"
3380,"2018-09-26 22:07:52","1.91","584226564303",42,"584226564303","4",4,"Danielle Green"
730,"2018-10-02 07:39:36","1.54","584226564303",149,"584226564303","4",4,"Danielle Green"
2231,"2018-12-21 01:16:45","1.45","4263694062533017",41,"4263694062533017","4",4,"Danielle Green"
2059,"2018-10-11 08:58:22","1.67","584226564303",23,"584226564303","4",4,"Danielle Green"
2421,"2018-07-08 02:51:05","1.08","584226564303",93,"584226564303","4",4,"Danielle Green"
828,"2018-07-02 04:53:58","0.7","584226564303",103,"584226564303","4",4,"Danielle Green"
3347,"2018-03-29 00:33:24","1.41","584226564303",2,"584226564303","4",4,"Danielle Green"
833,"2018-12-01 23:15:08","1.01","4263694062533017",150,"4263694062533017","4",4,"Danielle Green"
2225,"2018-04-06 02:30:41","1.44","4263694062533017",72,"4263694062533017","4",4,"Danielle Green"
2042,"2018-04-06 13:45:51","1.59","584226564303",141,"584226564303","4",4,"Danielle Green"
557,"2018-10-25 10:50:01","1.93","4263694062533017",3,"4263694062533017","4",4,"Danielle Green"
2313,"2018-06-04 17:48:07","1.89","584226564303",129,"584226564303","4",4,"Danielle Green"
832,"2018-04-27 17:08:12","0.86","584226564303",54,"584226564303","4",4,"Danielle Green"
3397,"2018-10-05 08:27:56","1.36","30078299053512",129,"30078299053512","3",3,"Elizabeth Sawyer"
739,"2018-04-01 01:48:11","1.71","30078299053512",19,"30078299053512","3",3,"Elizabeth Sawyer"
839,"2018-09-21 18:49:20","1.71","30078299053512",104,"30078299053512","3",3,"Elizabeth Sawyer"
3453,"2018-11-22 10:40:43","1.81","5175947111814778",41,"5175947111814778","14",14,"Gary Jacobs"
655,"2018-10-10 09:01:17","1.6","5175947111814778",128,"5175947111814778","14",14,"Gary Jacobs"
586,"2018-03-10 05:41:14","1.68","5175947111814778",69,"5175947111814778","14",14,"Gary Jacobs"
819,"2018-12-01 21:08:36","0.71","5175947111814778",118,"5175947111814778","14",14,"Gary Jacobs"
702,"2018-11-06 18:14:12","0.81","5175947111814778",39,"5175947111814778","14",14,"Gary Jacobs"
573,"2018-04-17 12:30:48","0.86","5175947111814778",49,"5175947111814778","14",14,"Gary Jacobs"
3448,"2018-10-03 19:22:46","1.79","5175947111814778",20,"5175947111814778","14",14,"Gary Jacobs"
3339,"2018-02-13 01:08:02","1.5","5175947111814778",137,"5175947111814778","14",14,"Gary Jacobs"
3428,"2018-03-08 07:46:00","1.37","5175947111814778",48,"5175947111814778","14",14,"Gary Jacobs"
3336,"2018-03-02 11:42:48","1.37","5135837688671496",63,"5135837688671496","13",13,"John Martin"
2223,"2018-03-18 23:29:47","1.56","4711773125020499",133,"4711773125020499","13",13,"John Martin"
3401,"2018-10-19 17:15:50","1.95","3561954487988605",137,"3561954487988605","13",13,"John Martin"
805,"2018-10-08 14:55:01","1.19","4711773125020499",106,"4711773125020499","13",13,"John Martin"
790,"2018-11-20 03:51:55","0.62","5135837688671496",89,"5135837688671496","13",13,"John Martin"
668,"2018-11-27 16:35:30","1.29","3561954487988605",119,"3561954487988605","13",13,"John Martin"
2432,"2018-11-07 04:10:04","1.14","3561954487988605",67,"3561954487988605","13",13,"John Martin"
629,"2018-04-06 13:03:31","1.43","3561954487988605",118,"3561954487988605","13",13,"John Martin"
851,"2018-07-23 12:02:46","1.13","5135837688671496",15,"5135837688671496","13",13,"John Martin"
2092,"2018-06-14 11:31:49","1.06","3561954487988605",59,"3561954487988605","13",13,"John Martin"
810,"2018-02-04 19:02:09","0.51","3561954487988605",75,"3561954487988605","13",13,"John Martin"
2365,"2018-06-06 12:36:03","1.53","3561954487988605",141,"3561954487988605","13",13,"John Martin"
2312,"2018-05-07 20:38:11","1.66","5135837688671496",29,"5135837688671496","13",13,"John Martin"
2100,"2018-04-19 09:58:51","1.58","3561954487988605",58,"3561954487988605","13",13,"John Martin"
3440,"2018-09-29 06:29:55","1.79","4711773125020499",82,"4711773125020499","13",13,"John Martin"
2373,"2018-05-26 06:13:53","1.54","5135837688671496",62,"5135837688671496","13",13,"John Martin"
2027,"2018-03-07 18:43:44","1.26","3561954487988605",115,"3561954487988605","13",13,"John Martin"
2221,"2018-05-20 09:33:41","1.9","5135837688671496",118,"5135837688671496","13",13,"John Martin"
3420,"2018-03-02 19:34:07","1.77","4711773125020499",23,"4711773125020499","13",13,"John Martin"
558,"2018-07-14 17:44:09","0.53","4506405265172173",81,"4506405265172173","20",20,"Kevin Spencer"
593,"2018-12-10 11:26:49","1.8","4586962917519654607",81,"4586962917519654607","20",20,"Kevin Spencer"
3337,"2018-11-11 04:17:33","1.47","4586962917519654607",26,"4586962917519654607","20",20,"Kevin Spencer"
677,"2018-10-07 18:42:39","1.4","4506405265172173",65,"4506405265172173","20",20,"Kevin Spencer"
559,"2018-08-06 22:27:26","1.49","4586962917519654607",56,"4586962917519654607","20",20,"Kevin Spencer"
2239,"2018-03-08 18:56:27","1.32","4586962917519654607",44,"4586962917519654607","20",20,"Kevin Spencer"
625,"2018-02-28 04:36:28","1.41","3535651398328201",101,"3535651398328201","20",20,"Kevin Spencer"
1937,"2018-01-12 23:38:53","1.1","4506405265172173",64,"4506405265172173","20",20,"Kevin Spencer"
755,"2018-07-17 22:11:50","0.52","4506405265172173",142,"4506405265172173","20",20,"Kevin Spencer"
1944,"2018-04-08 16:34:54","1.49","3535651398328201",109,"3535651398328201","20",20,"Kevin Spencer"
595,"2018-06-11 15:02:40","1.72","4586962917519654607",5,"4586962917519654607","20",20,"Kevin Spencer"
540,"2018-12-16 09:38:32","1.39","4586962917519654607",141,"4586962917519654607","20",20,"Kevin Spencer"
1927,"2018-02-09 00:54:12","1.72","4586962917519654607",3,"4586962917519654607","20",20,"Kevin Spencer"
1987,"2018-06-07 22:14:56","1.99","3535651398328201",107,"3535651398328201","20",20,"Kevin Spencer"
232,"2018-12-09 11:08:30","1.54","4506405265172173",29,"4506405265172173","20",20,"Kevin Spencer"
3360,"2018-06-07 08:58:28","1.41","4506405265172173",90,"4506405265172173","20",20,"Kevin Spencer"
2362,"2018-05-05 23:31:16","1.12","4506405265172173",34,"4506405265172173","20",20,"Kevin Spencer"
633,"2018-07-21 23:12:46","1.42","3535651398328201",117,"3535651398328201","20",20,"Kevin Spencer"
735,"2018-10-06 05:51:17","1.23","4723783028106084756",41,"4723783028106084756","15",15,"Kyle Tucker"
868,"2018-09-11 17:31:43","0.76","6500236164848279",99,"6500236164848279","15",15,"Kyle Tucker"
860,"2018-12-30 10:36:22","1.5","6500236164848279",149,"6500236164848279","15",15,"Kyle Tucker"
639,"2018-01-27 14:00:31","1.88","6500236164848279",35,"6500236164848279","15",15,"Kyle Tucker"
3456,"2018-12-18 16:18:18","1.27","4723783028106084756",117,"4723783028106084756","15",15,"Kyle Tucker"
664,"2018-02-13 20:23:29","1.92","4723783028106084756",133,"4723783028106084756","15",15,"Kyle Tucker"
678,"2018-12-10 04:30:42","1.78","6500236164848279",99,"6500236164848279","15",15,"Kyle Tucker"
2358,"2018-03-13 11:42:46","1.88","4723783028106084756",28,"4723783028106084756","15",15,"Kyle Tucker"
2052,"2018-04-10 17:43:42","1.5","6500236164848279",40,"6500236164848279","15",15,"Kyle Tucker"
3355,"2018-05-21 09:36:20","1.53","4723783028106084756",91,"4723783028106084756","15",15,"Kyle Tucker"
2195,"2018-06-10 04:34:46","1.25","6500236164848279",78,"6500236164848279","15",15,"Kyle Tucker"
669,"2018-07-08 04:14:18","0.86","4723783028106084756",144,"4723783028106084756","15",15,"Kyle Tucker"
3443,"2018-04-12 13:09:49","1.7","30181963913340",43,"30181963913340","9",9,"Laurie Gibbs"
3406,"2018-01-18 11:17:37","1.24","30181963913340",116,"30181963913340","9",9,"Laurie Gibbs"
2404,"2018-12-06 01:19:03","1.53","30181963913340",147,"30181963913340","9",9,"Laurie Gibbs"
3343,"2018-12-04 14:12:41","1.74","4498002758300",121,"4498002758300","18",18,"Malik Carlson"
1934,"2018-03-31 23:13:53","1.56","344119623920892",142,"344119623920892","18",18,"Malik Carlson"
770,"2018-11-26 20:19:56","1.77","344119623920892",31,"344119623920892","18",18,"Malik Carlson"
713,"2018-06-13 05:34:22","0.67","344119623920892",48,"344119623920892","18",18,"Malik Carlson"
3340,"2018-01-17 15:02:38","1.72","4498002758300",115,"4498002758300","18",18,"Malik Carlson"
2310,"2018-06-21 12:19:53","1.96","344119623920892",145,"344119623920892","18",18,"Malik Carlson"
3348,"2018-07-29 12:15:25","1.64","4498002758300",137,"4498002758300","18",18,"Malik Carlson"
2428,"2018-12-20 17:20:27","1.88","344119623920892",118,"344119623920892","18",18,"Malik Carlson"
781,"2018-05-28 17:30:04","1.77","4498002758300",145,"4498002758300","18",18,"Malik Carlson"
2311,"2018-05-11 06:13:46","1.81","344119623920892",60,"344119623920892","18",18,"Malik Carlson"
634,"2018-05-14 23:34:39","1.99","4498002758300",25,"4498002758300","18",18,"Malik Carlson"
2077,"2018-01-05 07:19:27","1.36","344119623920892",30,"344119623920892","18",18,"Malik Carlson"
1994,"2018-12-27 18:46:57","1.7","344119623920892",55,"344119623920892","18",18,"Malik Carlson"
3435,"2018-07-08 04:01:24","1.24","4498002758300",4,"4498002758300","18",18,"Malik Carlson"
2338,"2018-09-28 07:31:10","1.61","4498002758300",85,"4498002758300","18",18,"Malik Carlson"
1961,"2018-11-12 04:53:21","1.75","344119623920892",107,"344119623920892","18",18,"Malik Carlson"
747,"2018-03-19 05:53:26","0.92","344119623920892",47,"344119623920892","18",18,"Malik Carlson"
699,"2018-11-22 04:16:33","0.69","4498002758300",6,"4498002758300","18",18,"Malik Carlson"
571,"2018-10-23 20:11:25","1.36","344119623920892",42,"344119623920892","18",18,"Malik Carlson"
581,"2018-08-18 03:47:36","1.09","4741042733274",10,"4741042733274","23",23,"Mark Lewis"
618,"2018-05-07 03:36:06","1.13","4150721559116778",7,"4150721559116778","23",23,"Mark Lewis"
1968,"2018-09-27 12:17:12","1.77","4188164051171486",27,"4188164051171486","23",23,"Mark Lewis"
2303,"2018-04-20 19:28:47","1.15","4741042733274",114,"4741042733274","23",23,"Mark Lewis"
844,"2018-05-30 23:18:19","0.99","4741042733274",107,"4741042733274","23",23,"Mark Lewis"
2000,"2018-10-28 23:57:52","1.28","4741042733274",17,"4741042733274","23",23,"Mark Lewis"
756,"2018-04-15 19:22:30","1.82","4188164051171486",11,"4188164051171486","23",23,"Mark Lewis"
2366,"2018-04-06 17:48:38","1.78","4188164051171486",56,"4188164051171486","23",23,"Mark Lewis"
2156,"2018-06-17 11:02:07","1.26","4188164051171486",37,"4188164051171486","23",23,"Mark Lewis"
577,"2018-07-06 06:09:32","1.48","4741042733274",145,"4741042733274","23",23,"Mark Lewis"
2017,"2018-07-07 00:40:49","1.76","4741042733274",12,"4741042733274","23",23,"Mark Lewis"
3478,"2018-12-24 13:45:58","1.77","4150721559116778",17,"4150721559116778","23",23,"Mark Lewis"
875,"2018-12-18 07:36:22","1.45","4188164051171486",23,"4188164051171486","23",23,"Mark Lewis"
777,"2018-01-31 13:17:35","0.58","4741042733274",63,"4741042733274","23",23,"Mark Lewis"
582,"2018-01-13 14:36:43","1.35","4150721559116778",102,"4150721559116778","23",23,"Mark Lewis"
3497,"2018-09-07 11:02:59","1.57","4188164051171486",35,"4188164051171486","23",23,"Mark Lewis"
2300,"2018-10-18 15:32:03","1.21","4962915017023706562",102,"4962915017023706562","10",10,"Matthew Gutierrez"
757,"2018-09-12 11:34:08","1.8","4165305432349489280",82,"4165305432349489280","10",10,"Matthew Gutierrez"
803,"2018-12-23 03:34:08","0.86","4165305432349489280",45,"4165305432349489280","10",10,"Matthew Gutierrez"
753,"2018-01-16 18:45:54","1.48","4962915017023706562",86,"4962915017023706562","10",10,"Matthew Gutierrez"
562,"2018-10-31 19:53:36","0.91","213193946980303",104,"213193946980303","10",10,"Matthew Gutierrez"
2001,"2018-07-06 10:25:47","1.8","4962915017023706562",75,"4962915017023706562","10",10,"Matthew Gutierrez"
3341,"2018-05-22 12:15:52","1.18","4962915017023706562",133,"4962915017023706562","10",10,"Matthew Gutierrez"
2215,"2018-12-12 04:29:25","1.31","213193946980303",17,"213193946980303","10",10,"Matthew Gutierrez"
642,"2018-10-29 20:36:38","1.81","213193946980303",6,"213193946980303","10",10,"Matthew Gutierrez"
2189,"2018-09-08 15:26:19","1.94","4962915017023706562",133,"4962915017023706562","10",10,"Matthew Gutierrez"
578,"2018-12-06 04:42:30","0.92","4165305432349489280",82,"4165305432349489280","10",10,"Matthew Gutierrez"
3468,"2018-02-18 10:09:01","1.63","4962915017023706562",36,"4962915017023706562","10",10,"Matthew Gutierrez"
1952,"2018-12-24 21:17:18","1.16","4165305432349489280",30,"4165305432349489280","10",10,"Matthew Gutierrez"
688,"2018-05-28 14:46:28","1.53","213193946980303",91,"213193946980303","10",10,"Matthew Gutierrez"
2281,"2018-06-17 06:52:33","1.89","4962915017023706562",98,"4962915017023706562","10",10,"Matthew Gutierrez"
3376,"2018-09-29 01:38:12","1.98","4165305432349489280",58,"4165305432349489280","10",10,"Matthew Gutierrez"
609,"2018-12-23 15:16:09","1.83","4962915017023706562",123,"4962915017023706562","10",10,"Matthew Gutierrez"
533,"2018-01-03 15:23:58","1.39","4962915017023706562",100,"4962915017023706562","10",10,"Matthew Gutierrez"
2325,"2018-03-02 11:05:27","1.92","213193946980303",44,"213193946980303","10",10,"Matthew Gutierrez"
2291,"2018-11-18 14:26:48","1.04","4165305432349489280",91,"4165305432349489280","10",10,"Matthew Gutierrez"
3483,"2018-11-18 05:40:13","1.7","376027549341849",125,"376027549341849","12",12,"Megan Price"
2247,"2018-10-26 11:56:34","1.18","5297187379298983",126,"5297187379298983","12",12,"Megan Price"
532,"2018-10-19 01:16:05","0.7","376027549341849",122,"376027549341849","12",12,"Megan Price"
849,"2018-10-14 23:09:15","1.05","376027549341849",104,"376027549341849","12",12,"Megan Price"
2297,"2018-03-16 10:19:31","1.97","376027549341849",87,"376027549341849","12",12,"Megan Price"
2422,"2018-07-03 21:31:10","1.27","5297187379298983",116,"5297187379298983","12",12,"Megan Price"
3451,"2018-09-12 07:09:31","1.09","501879657465",119,"501879657465","12",12,"Megan Price"
610,"2018-03-04 20:48:10","1.13","376027549341849",109,"376027549341849","12",12,"Megan Price"
209,"2018-10-12 00:26:33","1.37","501879657465",79,"501879657465","12",12,"Megan Price"
2277,"2018-03-02 06:42:40","1.49","501879657465",126,"501879657465","12",12,"Megan Price"
2200,"2018-07-13 00:08:09","1.96","5297187379298983",31,"5297187379298983","12",12,"Megan Price"
624,"2018-02-24 02:18:56","1.13","501879657465",145,"501879657465","12",12,"Megan Price"
2237,"2018-12-14 20:33:40","1.81","376027549341849",96,"376027549341849","12",12,"Megan Price"
762,"2018-07-18 02:21:00","1","501879657465",95,"501879657465","12",12,"Megan Price"
815,"2018-10-07 11:05:05","1.18","376027549341849",55,"376027549341849","12",12,"Megan Price"
2106,"2018-10-04 02:40:21","1.93","501879657465",12,"501879657465","12",12,"Megan Price"
3463,"2018-10-30 10:17:41","1.58","376027549341849",8,"376027549341849","12",12,"Megan Price"
729,"2018-01-20 13:44:37","1.83","501879657465",119,"501879657465","12",12,"Megan Price"
2331,"2018-04-27 16:09:47","1.42","5297187379298983",35,"5297187379298983","12",12,"Megan Price"
550,"2018-12-22 04:20:43","1.8","5297187379298983",35,"5297187379298983","12",12,"Megan Price"
604,"2018-01-14 15:31:50","1.42","376027549341849",97,"376027549341849","12",12,"Megan Price"
3378,"2018-05-14 07:06:07","1.46","501879657465",114,"501879657465","12",12,"Megan Price"
1955,"2018-06-14 16:57:50","1.55","376027549341849",14,"376027549341849","12",12,"Megan Price"
3384,"2018-09-27 00:37:48","1.66","376027549341849",93,"376027549341849","12",12,"Megan Price"
761,"2018-06-18 15:54:33","1.43","376027549341849",59,"376027549341849","12",12,"Megan Price"
694,"2018-03-23 07:13:23","1.46","376027549341849",121,"376027549341849","12",12,"Megan Price"
829,"2018-09-25 12:53:26","1.95","6011987562414062",107,"6011987562414062","17",17,"Michael Carroll"
804,"2018-07-28 21:24:13","1.75","6011987562414062",53,"6011987562414062","17",17,"Michael Carroll"
744,"2018-01-28 19:30:38","0.72","6011987562414062",36,"6011987562414062","17",17,"Michael Carroll"
736,"2018-04-19 22:50:46","1.92","6011987562414062",144,"6011987562414062","17",17,"Michael Carroll"
2232,"2018-03-02 13:14:30","1.1","30063281385429",76,"30063281385429","8",8,"Michael Floyd"
2096,"2018-11-21 04:29:57","1.82","4834483169177062",71,"4834483169177062","8",8,"Michael Floyd"
2315,"2018-10-11 07:53:12","1.63","30063281385429",82,"30063281385429","8",8,"Michael Floyd"
771,"2018-04-12 14:37:55","1.52","30063281385429",8,"30063281385429","8",8,"Michael Floyd"
2086,"2018-02-05 15:54:02","1.52","30063281385429",145,"30063281385429","8",8,"Michael Floyd"
854,"2018-11-14 06:37:02","1.93","4834483169177062",102,"4834483169177062","8",8,"Michael Floyd"
3416,"2018-07-16 07:21:20","1.27","30063281385429",5,"30063281385429","8",8,"Michael Floyd"
574,"2018-06-12 23:23:02","1.69","30063281385429",52,"30063281385429","8",8,"Michael Floyd"
789,"2018-08-05 07:24:20","1.09","30063281385429",64,"30063281385429","8",8,"Michael Floyd"
3492,"2018-08-21 18:27:46","1.25","4834483169177062",113,"4834483169177062","8",8,"Michael Floyd"
3446,"2018-05-31 14:08:40","1.51","4834483169177062",96,"4834483169177062","8",8,"Michael Floyd"
600,"2018-04-09 10:33:41","1.91","30063281385429",76,"30063281385429","8",8,"Michael Floyd"
2251,"2018-12-26 18:02:58","1.2","4834483169177062",65,"4834483169177062","8",8,"Michael Floyd"
3331,"2018-01-11 10:51:08","1.24","30063281385429",7,"30063281385429","8",8,"Michael Floyd"
3359,"2018-01-15 03:37:27","1.47","4834483169177062",139,"4834483169177062","8",8,"Michael Floyd"
628,"2018-11-15 14:17:09","1.89","372414832802279",115,"372414832802279","25",25,"Nancy Contreras"
754,"2018-01-10 00:25:40","1.39","372414832802279",50,"372414832802279","25",25,"Nancy Contreras"
3333,"2018-01-16 02:26:16","1.65","372414832802279",31,"372414832802279","25",25,"Nancy Contreras"
3396,"2018-02-23 10:13:27","1.26","4319653513507",26,"4319653513507","25",25,"Nancy Contreras"
751,"2018-02-28 02:06:08","0.91","372414832802279",79,"372414832802279","25",25,"Nancy Contreras"
3394,"2018-02-28 13:56:12","1.18","372414832802279",28,"372414832802279","25",25,"Nancy Contreras"
2021,"2018-03-12 09:08:18","1.65","372414832802279",13,"372414832802279","25",25,"Nancy Contreras"
2369,"2018-05-06 04:38:27","1.1","372414832802279",104,"372414832802279","25",25,"Nancy Contreras"
3437,"2018-06-09 23:50:42","1.03","4319653513507",141,"4319653513507","25",25,"Nancy Contreras"
2305,"2018-07-11 21:03:30","1.67","4319653513507",44,"4319653513507","25",25,"Nancy Contreras"
872,"2018-07-13 06:19:18","1.56","372414832802279",3,"372414832802279","25",25,"Nancy Contreras"
2425,"2018-07-22 01:03:31","1.2","4319653513507",11,"4319653513507","25",25,"Nancy Contreras"
3444,"2018-09-04 09:20:30","1.61","4319653513507",30,"4319653513507","25",25,"Nancy Contreras"
2002,"2018-09-26 21:48:24","1.66","4319653513507",144,"4319653513507","25",25,"Nancy Contreras"
640,"2018-10-08 08:18:57","1.74","372414832802279",95,"372414832802279","25",25,"Nancy Contreras"
2083,"2018-01-02 02:06:21","1.46","4319653513507",93,"4319653513507","25",25,"Nancy Contreras"
2345,"2018-07-29 06:02:10","1.37","4743204091443101526",21,"4743204091443101526","19",19,"Peter Mckay"
564,"2018-09-21 07:53:08","0.61","5361779664174555",117,"5361779664174555","19",19,"Peter Mckay"
3389,"2018-08-09 06:00:26","1.57","4743204091443101526",89,"4743204091443101526","19",19,"Peter Mckay"
2120,"2018-01-03 21:04:28","1.91","3561072557118696",108,"3561072557118696","19",19,"Peter Mckay"
3460,"2018-04-08 20:15:13","1.21","3561072557118696",37,"3561072557118696","19",19,"Peter Mckay"
800,"2018-05-24 00:29:49","0.82","4743204091443101526",108,"4743204091443101526","19",19,"Peter Mckay"
3462,"2018-04-29 08:03:32","1.72","4743204091443101526",132,"4743204091443101526","19",19,"Peter Mckay"
2201,"2018-04-09 19:04:52","1.77","5361779664174555",9,"5361779664174555","19",19,"Peter Mckay"
847,"2018-10-05 22:12:25","1.63","5361779664174555",42,"5361779664174555","19",19,"Peter Mckay"
3358,"2018-07-24 06:24:21","1.13","4743204091443101526",141,"4743204091443101526","19",19,"Peter Mckay"
2150,"2018-02-01 21:52:43","1.54","4743204091443101526",43,"4743204091443101526","19",19,"Peter Mckay"
2299,"2018-09-02 14:39:31","1.39","4743204091443101526",127,"4743204091443101526","19",19,"Peter Mckay"
631,"2018-12-20 08:00:01","0.78","4743204091443101526",66,"4743204091443101526","19",19,"Peter Mckay"
2376,"2018-09-01 04:58:06","1.65","3561072557118696",119,"3561072557118696","19",19,"Peter Mckay"
546,"2018-09-24 08:19:07","1.89","4743204091443101526",132,"4743204091443101526","19",19,"Peter Mckay"
579,"2018-07-08 14:04:49","1.75","3561072557118696",144,"3561072557118696","19",19,"Peter Mckay"
10,"2018-12-26 19:55:23","1.45","3561072557118696",18,"3561072557118696","19",19,"Peter Mckay"
3429,"2018-03-18 20:00:59","1.56","5361779664174555",71,"5361779664174555","19",19,"Peter Mckay"
2224,"2018-06-07 07:07:22","1.62","3561072557118696",114,"3561072557118696","19",19,"Peter Mckay"
2104,"2018-12-02 15:46:59","1.18","3561072557118696",38,"3561072557118696","19",19,"Peter Mckay"
